,문장,hate,probability,pred
4143,와 진짜 엄청 욕먹네 난 이제는 안쓰럽다,0,0.3781871,0.0
4144,와 진짜 이쁘게 잘컸다.,0,0.123371944,0.0
4145,와 차세찌 진짜부럽다 와....,0,0.95099276,1.0
4146,와..남주혁 머리 저렇게 하니까 진짜 그레이랑 형제라고 해도 믿겠네,0,0.7443814,1.0
4147,와..오늘 민간 사찰 가지고 국정감사 하더만 바로 터트리는거봐...,0,0.13413285,0.0
4148,와~~~ 애들이 어쩜 부모 반반닮아 미남미녀에 홍일점까지... 넘 믓저,0,0.9799167,1.0
4149,와ㅜㅜ 고배우 연기 진짜ㅜㅜ 와 소름돋음,0,0.13114753,0.0
4150,와꾸만 보면 미나가 쫌 아까운데,0,0.9798039,1.0
4151,와우~두 달만에 19kg ㄹㅇ 인간 승리다,0,0.5061157,1.0
4152,와이지 믿고 본다.,0,0.13006532,0.0
4153,와이키키 광팬으로서 김정현 코믹 이미지를 버릴려고 노력하는게 보인다 연기자로서 칭찬해줘야지 왜이렇게 서현팬들이 ㅈㄹ맞네,0,0.40673798,0.0
4154,"와이프,,가 순하고 착하게 생겼네 , ,",0,0.13104232,0.0
4155,완벽한타인의 준모부부가생각나네.전국민에게폰이공개된듯한 느낌?,0,0.56499827,1.0
4156,완전 개웃겼음ㅋㅋㅋㅋㅋ 1얼로 승진시켜주자!!,0,0.12975419,0.0
4157,완전 기대되네요 ㅋㅋㅋ 스캐 나온거랑 어떻게 다를지 궁금ㅋㅋ,0,0.11586037,0.0
4158,완전 잼나게 봤어요~~앞으로 기대됩니다. 화이팅!,0,0.13105303,0.0
4159,완전동안 누가48세를믿겠어요 넘넘이쁘셔 화이팅,0,0.13164222,0.0
4160,왕의귀환..진짜가나타났다! 잠시 bts 쪽으로 외도는했지만..지디가 돌아왔다~!!~♡♡♡ 너가 멀해도 좋다~~~,0,0.698926,1.0
4161,왕지혜 34살이지만 외모는 인정한다.여자라면 이정도는 되야지,0,0.8643673,1.0
4162,왕진진부인낸시랭님 결혼후 더 이뻐지셨네요ㅎㅎ 왕진진♡낸시랭 알콩달콩 이쁜사랑하시면서 오래오래 행복하게 잘사세요ㅎㅎ 과거는잊어버리시고 둘만의행복을찾아요 ㅎㅎ 그리고 네티즌말신경쓰지마세요,0,0.17591105,0.0
4163,왜 갑자기 미이라가 생각나지?,0,0.91025805,1.0
4164,왜 갑자기 폐암 ㅠ 스토리가 맥략이 없어,0,0.8061745,1.0
4165,왜 고소를 취하한걸까 ? 암튼 보고싶진않다,0,0.12458235,0.0
4166,왜 김수현은 오래걸리는거같지?? 이민호는 빨리나오는거같네,0,0.1964403,0.0
4167,왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음,0,0.980416,1.0
4168,"왜 난 유진씨만보면 아직도 고인 박용하씨가 떠오르는지,,,",0,0.13212386,0.0
4169,왜 런닝'맨' 이지?? 여자도 있는데 왜 꼭 맨이라고하는건 여성차별적프로그램이라는거야~~ 런닝'피플'로 바꿔라ㅋㅋㅋ,0,0.66769576,1.0
4170,왜 로또를 사지 않을까요 ㅋ 번호 기억 해서 과거로 간 후 로또 사면 1등 되고 .. 좋을텐데...,0,0.12639253,0.0
4171,왜 못 잡아먹어서 안달이야 걍 냅둬라 좀,0,0.83388054,1.0
4172,왜 분위기가 한서희 우쭈주잘했다임? 욕먹어야지너도,0,0.79590577,1.0
4173,왜 스타들이 라스 안나오는줄 알겠더라. 사전 인터뷰때 대수롭지 않게 뱉은 말을 싸움붙이려고 부풀려서 MC들이 굳이 언급함. 그리고 논란같은거 생기면 편집 그딴거 없고 걍 내보냄,0,0.7363008,1.0
4174,왜 엄마가 죄스러워야 되죠?당당하게 사세요 엄마가 죕니까,0,0.6846847,1.0
4175,왜 없나요? 난 김수민아나운서 더 좋이ㅣ졌는데...할말하는 연예인 공인 사람들이 좋아요~~,0,0.1398881,0.0
4176,왜 여자만 항상 독박육아를 해야하는지 모르겠다,0,0.78913534,1.0
4177,왜 유이는뭐든 잘하는대 유이 기사에는 악플이많는지 난개인적으로 유이 참좋아하는 배우 앞으로 쭉 잘 나갔으면 수지보다 유이가 더 짱ㆍ,0,0.9722048,1.0
4178,왜 윤지성뜨는거야 나 진짜 맨날 투표했는데ㅠㅠ 팬 많은게 진짜,0,0.121193744,0.0
4179,왜 이러나 정말 이건 불륜인데 나중에 늘겅서 어쪄려고,0,0.2095967,0.0
4180,왜 저렇게살까,0,0.13129163,0.0
4181,왜 처음에 좋은느낌에 드라마라구 생각했는데 결국 진부한설정 산으로가는 개갑질 개막장 드라마가 되는가.......,0,0.14290898,0.0
4182,왜 하차야 소속사가 잘못했구안 스케줄을 소속사가짜서 움직이는거아님???,0,0.12113116,0.0
4183,왜 하필 어묵 먹방을 했을까? 거참..,0,0.43382415,0.0
4184,왜? 난지금 얼굴이 제일 이쁘구만.,0,0.36718747,0.0
4185,"왜? 돈 잘버는 연예인이 다자녀 쉽게 키우니깐 불편하세요?? 그럼 노력해서 돈 잘버시지 그랬어요.. 정부탓, 사회탓만 할게 아니라 본인이 어디까지 해봤냐를 따져야죠..",0,0.7077488,1.0
4186,왜? 문재인씨 라고 하면 안되???? 겁나 별거가지고 트집이야,0,0.6213816,1.0
4187,왜남자만 뺑이쳐야하는지 참,0,0.88308537,1.0
4188,왜들 준영이가 민경장 만나는건 괜찮고 영재가 쫒아다니던 호철이 만나는건 뭐라 하는걸까요... 같은상황인거 같은데요... 민경장이 영재에게 고백만 안했을뿐 영재가 병원에서 두사람 모습보고 화만 안냈을뿐인데,0,0.1913882,0.0
4189,왜욕을합니까?두분이사랑한다는데..욕하고 비난할자격 우리에겐없지않나요? 무슨권리로 비난과욕을하죠?,0,0.19416118,0.0
4190,왜이리 못생겨졋누,0,0.94631773,1.0
4191,왜이리 악플만 있죠...전개가 답답하기 보단 연출이 세련된거 같고 10분이라 느낄만큼 잼나는데....,0,0.15764104,0.0
4192,왜케 이뻐졌음? 내사랑❤️❤️❤️,0,0.5721406,1.0
4193,왠만하면 댓글안다는데 심판이 너무 핸섬쪽으로 콜 불러주더만. 정당한 경기를 기대했는데 난 이제 안볼란다.,0,0.5622754,1.0
4194,왠지 쇼 한 느낌...,0,0.2146769,0.0
4195,왤케 연예인들 물고 뜯냐 ㅋㅋ본인 인생들 챙겨요,0,0.8396608,1.0
4196,외국에서는 승무원이 하찮고 3D직종이라 기피하는데 한국에서만 유독 승무원이 대단한 직업으로 낙인찍였어,0,0.28974336,0.0
4197,외소한체격이 참 아쉽지만..지드래곤은 참 멋져부러,0,0.7418784,1.0
4198,왼쪽 남자 김구라 아닙니다....ㅋㅋㅋㅋㅋ다들 속으시네 ㅋㅋㅋㅋ 알려드릴게요~,0,0.3911789,0.0
4199,요새 나혼자산다 솔직히노잼.,0,0.2879891,0.0
4200,요새 스브스는 믿음이 안 가서........,0,0.22875538,0.0
4201,요즘 가수 잘 모르는 우리 엄마도 재범이는 좋아함.아니 재범이를 어디서 봐서 좋아하냐고 물어보니깐 쇼미더머니에서 보니깐 진국이랰ㅋㅋㅋㅋㅋㅋ 그래서 그레이랑 재범이를 매우 잘 알고있음ㅋㅋ에이오지라고 회사도 알고있음ㅋㅋㅋ,0,0.69618434,1.0
4202,요즘 가장 행복한사람은 오창석일거야 이채은 바라보는데 눈에서 하트가 뿅뿅 행복해하는 모습이보여 누가봐도 이채은 사랑스럽고 예쁘더라,0,0.14095193,0.0
4203,요즘 과하게 오픈하시네 ㅋㅋ,0,0.1263342,0.0
4204,요즘 급식들은 핑클 전성기 잘모를건데 요즘 가수로치면 러블리즈 정도되는 팀이였음,0,0.79794264,1.0
4205,요즘 노력하는 모습이 많이 줄은것같기도..,0,0.12150549,0.0
4206,요즘 대세는 진용진,0,0.124149226,0.0
4207,요즘 사전섭외없이 저렇게 방송나올수있는 세상도아니고 바가지씌운거보다는 얼간이 이미지때문에 만들어진상황인것 같은데,0,0.41606474,0.0
4208,요즘 애들은 키가 커서 48보다는 한 52-23이 이쁜듯,0,0.4945158,0.0
4209,요즘 웹툰세대를 이해를 못하겠다,0,0.12897249,0.0
4210,요즘 유명한 운동선수들 은퇴 후에 후학양성을 할 생각은 않고 어떻게든 연예계로 진출할 생각만 가지고 있어서 씁쓸했는데 참 바람직한 행보인 것 같다.,0,0.13377279,0.0
4211,요즘 유일하게 보는 드라마 한지민이도 이쁘고 지성이도 멋있다,0,0.19517478,0.0
4212,요즘 화보나 광고사진보면 전부 한쪽눈 가린거 볼수 있다 일루미나티 전시안 코카콜라 김연아 버스정류장 광고도 랑콤 광고도,0,0.13551992,0.0
4213,요즘도 계속 너를 노래해 들어요~~ 왜안떴는지 참 아쉽다능~~~ ㅜㅜ,0,0.8502724,1.0
4214,요즘애들 너무커서 190은넘어야 돋보이던데,0,0.12041789,0.0
4215,요즘에 결혼하고 밖에 나가서 돈 안 벌어오고 집에서 애 육아 참여 안 하는 사람이 어딨냐.,0,0.41111687,0.0
4216,요즘은 그냥 태생이 못된건지....아님 지들 삶이 여유가 없어서 못되진건지....정말 못된 심보를 가진 사람이 너무 많아. 여기 댓글들과 그 못된 댓글 추천수만 봐도 참...답이 없음.,0,0.7282152,1.0
4217,요즘은 배우보다 아나윤서가 더이뻐,0,0.11700982,0.0
4218,용기내주셔서 감사합니다,0,0.10727951,0.0
4219,용두사미. 실망했어요.,0,0.12774648,0.0
4220,용병 이제 그만 나왔으면함 무슨 게스트를 매주불러,0,0.769764,1.0
4221,우리 가인이는 인기가 많아라~,0,0.14394626,0.0
4222,우리 믹키오빠 얼마나 맘고생 심했을까민지는 슬퍼요 ㅜ,0,0.7479298,1.0
4223,우리 아이유가 운전만 할수 있었어도...ㅠㅠㅠㅠ...윤아도 팬이긴 하다만...완벽한 어리버리가 될수 없을듯....,0,0.13735926,0.0
4224,"우리가 뭔대, 우리에게 피해주지도 않고, 열심히 사는 한 사람에게 비판을 하나? 홍수아 연기에 대한 열정 느껴져서 보기 좋더라. 웃음 속에 나름의 소신도 있더라. 응원합니다!!",0,0.139832,0.0
4225,우리나라 3대핑크...에이핑크.블랙핑크.자이언트 핑크,0,0.13386072,0.0
4226,우리나라 남자로 태어나 가장으로 산다는게 고달픔 경제적책임 요즘에는 육아.살림도 도와줘야 됨 ㅠㅠ,0,0.5468982,1.0
4227,우리나라 명배우중에서도 탑이신분~,0,0.12538432,0.0
4228,우리나라 의학기술의 발달은 실로 놀랍다,0,0.11855115,0.0
4229,"우리나라는 왜 아직도 상을 줄때도 장유유서인가! 김혜자씨 연기 잘하는거 맞는데, 이번에 대상감은 아니라고 봅니다",0,0.15622874,0.0
4230,우리나라에서 나나랑 클라라가 제일 예쁨왜 악플이 많은지???,0,0.6972173,1.0
4231,우리나라에선 행복하면 밉상돼요,0,0.21140493,0.0
4232,우리찜니 넘조아,0,0.13233347,0.0
4233,우승후보는 나플라랑 디아크지디아크 과소평가하지마라 ㅈㄴ잘한다,0,0.15857644,0.0
4234,우와 하림님 정말 축하드려요!!,0,0.13150744,0.0
4235,우와~19년~대단하다!앵두야~좀만 더 힘내서 아프지말자ㅠ근데 앵두를 좀 보고 싶은데......................,0,0.54598314,1.0
4236,우하하 키ㅣ득 어쩌면 조아 일본에서 활동할 팀은 이제부터느 ㄴ아이즈원이당 여러분 아이즈원에게 모든걸 겁시당 내 사랑 아이즈원 알라뷰 그러쿠 말구 역시 아지원 천재박사 진심므로 사랑하는 일본시장은 아이즈원 거다,0,0.7360616,1.0
4237,우효광 추자현 나왔으면~ 마누라 좋아^^,0,0.12234491,0.0
4238,운동하는 아들이 없군. 좋은 아빠,0,0.32122687,0.0
4239,울 제니홧팅 ㅠㅠㅠㅠㅠㅠ 댓글신경쓰지마,0,0.20582643,0.0
4240,울지마 바보야...나 정말 갠차나,0,0.8325752,1.0
4241,웃기다 ㅋㅋ,0,0.11614668,0.0
4242,워너원이 나와야지. .,0,0.123446584,0.0
4243,원걸은 그냥 박진영 탓이지... 미국안갔으면 소녀시대 자리 원걸이 먹었다.,0,0.6075634,1.0
4244,원데이터 대체 누구를 위한 공개인가,0,0.11311998,0.0
4245,원래 레파토리였지 계획된,0,0.11919261,0.0
4246,원래 마른 몸매 아니었나? 쨌든 부럽네요^^,0,0.13581946,0.0
4247,원작보다 재미없다며 ㅋㅋ,0,0.59065485,1.0
4248,원작이랑 스토리가 너무 똑같음 시놉만 가져오고에피소드는 좀 바꿔도 될텐데,0,0.15544032,0.0
4249,원작하고 나이가 안맞아서 그렇지 차승원 김사랑이 했으면 딱이었을것같다,0,0.78163785,1.0
4250,원주시민들 장동민에게 감사패 드려야겠네.본인 고향은 아산인데 원주에 뿌리를 내리려고 홍보하니,0,0.5219047,1.0
4251,원진이 살려 ㅠㅠㅠㅠㅠㅠㅠ,0,0.12307432,0.0
4252,원테이블의 결론: 결국은 맛보단 이쁜거!!!,0,0.13430189,0.0
4253,원호 오빠 믿어!!!!!!! 항상 믿어요!!!!!!! 영원히 함께하자!!! 사랑해요,0,0.123260476,0.0
4254,월 200 갈굼받으면서 힘들게 버는 직장인들 힘드신건 알겠는데 돈 많다는 이유로 다른사람 표적질 하면 안되죠~ 도끼 깎아내려봐야 니들 인생만 구차해집니다.,0,0.8512087,1.0
4255,"월드컵 때문에 불청 시청이 소원하였지만 왜 박선영은 안 나오는 거냐? 베트남 호이안해변에서 식당 개업한거냐? 아,선영이의 천진쾌활한 웃음소리를 듣고 싶구나! 뜨거운 양철 지붕 위 같은 요즘, 잘 지내고 있겠지.",0,0.5396908,1.0
4256,월트디즈니 만화를 보는듯...,0,0.12434165,0.0
4257,웬디를 축복합니다 예수님의 보혈을 덮습니다 상처에 바릅니다 영혼이 잘됨같이 범사가 잘되고강건해지시길 기도합니다,0,0.5725752,1.0
4258,웬만하면 적은 안만드는게 좋다,0,0.13020626,0.0
4259,위기는 무슨~~,0,0.12368944,0.0
4260,위대한쇼가 더 잼나긴했어,0,0.13901097,0.0
4261,윌리엄 그동안 스킵했었는데 오늘 이모습하고 서준이에서 눈여겨볼 아이로 성장했움,0,0.12616959,0.0
4262,윌리엄긴장해야것네 벤틀리가더구여울것같다 ㅋㅋㅋ,0,0.6552357,1.0
4263,유감같은 소리한다 패소해놓고,0,0.5150063,1.0
4264,유강라인 이었으면 좋겠다,0,0.117245,0.0
4265,유건선배 응원합니다-!!멋지고 착한 자랑스런 배우 유건-!!!!,0,0.1250576,0.0
4266,유검사가 방법이 잘못됐지만..어린시절 부모 억울하게 잃고..복수심도 있을꺼고..이해가 안가는건 아니다..난..왜 유검사가 짠하지..문과장 죽음도 슬펐지만..ㅠㅠ,0,0.44076848,0.0
4267,유리가 누군데? 유리가 한두명이라지...,0,0.16357328,0.0
4268,유리를 왜 언급하는데,0,0.12249502,0.0
4269,유리언니 마리텔부터 좋아했었는데 결혼다신다니 정말 축하드립니다ㅜㅜ 정말 행복하셨으면 좋겠어요 두분 행복한 부부생활 보내세요,0,0.124213435,0.0
4270,유민상 투입시켜라,0,0.12590264,0.0
4271,유병재 호감~~,0,0.12223893,0.0
4272,유산 될수있으니 조심하세요 유산은 노노,0,0.12737639,0.0
4273,유산슬과 코다리 사랑 듀엣 가즈아~!!!,0,0.12612972,0.0
4274,유시민 밖에 없다 다음 대선에...,0,0.12521523,0.0
4275,유역비 닮음,0,0.10631214,0.0
4276,유이 연기 잘한다....,0,0.124294475,0.0
4277,유이는 괜찮아 마스크도 괜찮고 애도 참하고 사극은 내 아이디어였는데 좀 묻히긴 했지만 ㅋㅋ 현대물에서는 잘하네 기럭지도 좋고 한국 홍보용으로 아주 좋아,0,0.1569497,0.0
4278,유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다,0,0.36919004,0.0
4279,유인나랑 헤어짐?,0,0.114581324,0.0
4280,유일하게 안보는 프로다.,0,0.117121875,0.0
4281,유재석 예능의 특징게스트만 나옴 춤시킴핵노잼,0,0.19774446,0.0
4282,유재석 이제 좀 지겹다~ 새로운 얼굴 나와라~,0,0.7056616,1.0
4283,유재석 재벌인디,0,0.1250939,0.0
4284,"유재석,박명수,강호동,서장훈,이수근,은지원 요렇게 6명이서 무도2 해라. 최고조합이다",0,0.808156,1.0
4285,유재석도 한물간듯 마지막으로 흥행은 고사하고 화제라도 됐던 프로그램이 뭔지 기억도 안난다,0,0.16102369,0.0
4286,유재석씨는 기부안합니꽈~~~~?,0,0.120255254,0.0
4287,유재석은 꼭 따라 다니는 멤버가 정해져있음 ㅉㅉ,0,0.1206497,0.0
4288,유재석은 이제 그만,0,0.123374104,0.0
4289,유재석은 이제 하차해라,0,0.82274777,1.0
4290,"유재석이 하는 프로 무도는 폐지, 런닝맨 폐지각이었는데 번복하고 전소민 넣고 기사회생, 해투 폐지각이었는데 엄현경 넣고 기사회생, 다시 엄현경 빠짐.. 폐지가 답",0,0.21949412,0.0
4291,유지보단 안해준단거죠 유책배우자가 좋아서 글겠습니까 이혼해줌 돌씽이라고 지만 신나서 다닐껀데 왜 당한사람이 쿨하게 보내줍니까 그럴이유도 없는거지,0,0.6682263,1.0
4292,유진 바다가 변제 해주고 우리 다시 시작하자하면 그림이 좋은데,0,0.120738365,0.0
4293,유진 별로,0,0.12022477,0.0
4294,유진이랑 트와이스 나연이랑 쫌 닮았다,0,0.11924969,0.0
4295,유천이랑 연락하죠?,0,0.11977287,0.0
4296,유치해요 ㅠㅠ,0,0.119862705,0.0
4297,유튜브 잘보고있습니다!! 행복하세요~,0,0.11641363,0.0
4298,유튜브 활력소TV가 신성일 선생님을 비방하는 영상을 퍼뜨렸음. 이 악플러 고소 당했으면.,0,0.6376868,1.0
4299,유포킴 구속 가즈아~~,0,0.1183274,0.0
4300,유학다녀와서 레스토랑에서 뭘 하는걸까 궁금,0,0.14372349,0.0
4301,"유혹,대단했었죠~근데볼때마다 정훈희씨닮았음ㅎ",0,0.11908819,0.0
4302,유희열님 미추리개꿀인데게스트로 나와주세욤ㅎㅎ유유커플 꿀쟁,0,0.8104769,1.0
4303,유희열의 스케치북은 요즘 하긴 함?,0,0.11716737,0.0
4304,육두문자 나오더라,0,0.276264,0.0
4305,육성재가아닌게 어디냐ㅠㅠ 이창섭은 노상관 ㅋ,0,0.12580724,0.0
4306,육아하는 아빠라니 육아는 부모라면 당연한거고요....ㅋ..;;,0,0.123604886,0.0
4307,육중완도 끝낫네ㅋ,0,0.12215331,0.0
4308,육지담이 응원한다. 스타되니깐 연락안받고 그런건가? 예로부터 조강지처한테 잘해야 한다고했었는데. 아쉽다 . 물론 육지담이 조강지처인지는모르겠으나.,0,0.1448301,0.0
4309,윤미래 타이거 jk 매니저들이 사기치고 짝짜꿍 음 해서 지금까지 번거 다 해먹고 이제 둘이서 활동한다던데 잘됐으면,0,0.219603,0.0
4310,윤미래의 재능 너무 아까워.,0,0.112959616,0.0
4311,윤민수랑 결혼 ㄱ ㄱ,0,0.12013421,0.0
4312,윤서인이 눈치 안보고 당당하게 개념 발언한거지,0,0.6527178,1.0
4313,윤성한 아프리카 개노잼..,0,0.13846312,0.0
4314,윤세아 데뷔작인지는 모르겠지만 처음 본 드라마에서 무표정에 차분하고 도도한 이미지였었던거 같은데 그 때 너무 잘 어울려서 인상깊었음 다른 이미지 안어울림,0,0.16257611,0.0
4315,윤소희 신인때부터 눈여겨왔지만 내생각보드 더 겸손하면서 이쁜배우일줄이야..더 좋아할수밖에없네..,0,0.33787557,0.0
4316,윤은혜 혹시 교회 결혼식장에 위 사진처럼 입은건 아니겠지...생각이 있으면 안그랬을거야...아니라고 해줘요...ㅠ,0,0.54948246,1.0
4317,윤은혜와 아직 연락할까요?,0,0.10581918,0.0
4318,윤정건 독 먹고 대사가 전혀 안들려서 그냥 설정인가 했는데 기사 보고 알았네ㅎ,0,0.14646868,0.0
4319,윤정수씨 괜찮은분인건 알겠는데 제가 현진씨 부모님이라면 좀 속상할거 같아요 ㅜ,0,0.14405979,0.0
4320,윤종신 사랑해 늘 행복하자 ♥,0,0.12756632,0.0
4321,윤진이 머리길면. 완전 짱인데,0,0.8181609,1.0
4322,윤진이 배우 김예원(써니에서 반대 패거리 리더)하고 많이 닮았네,0,0.51472014,1.0
4323,윤진이가 연기를 잘하는것임,0,0.12716709,0.0
4324,으 ;;;;;;;;;;,0,0.25877222,0.0
4325,으ㅡㅇ음.. 이솜도이쁘지만.... 꽃이지고나서야 봄이온줄 알았읍니다... 그립읍니다 김고은님..,0,0.19639423,0.0
4326,으이그!!윤진이 얄미웡..ㅠㅠ,0,0.1574796,0.0
4327,은근히 옷발 안나~~,0,0.6091687,1.0
4328,은섬이 개멋짐... 벌써 홀릭,0,0.49985328,0.0
4329,은섬이가 아스달에서 어떤 활약을 펼쳐질지 흥미진지 하게 보고 있어요~~은섬이 화이팅!!!,0,0.17948008,0.0
4330,음 나쁠건없는데 이왕이면 산불난 지역에기부하지,0,0.5764967,1.0
4331,음 아이돌 터트려야 파급이 크지,0,0.6957858,1.0
4332,음.. 전형적인 우울증 증상으로 보이는데. 심리치료부터 받아봐야겠네요,0,0.7547694,1.0
4333,음.........적당히 해라,0,0.9873395,1.0
4334,음....대충 퍼즐이 맞춰지는데..온유리는 하재웅 혼외자식..송미나가 이상윤 불륜녀... 아니면 마지막 반전은 이청아가 불륜녀!?..,0,0.8087576,1.0
4335,음방 볼때마다 체널 돌리게됨;;;;,0,0.13114177,0.0
4336,음식 잘하는 시어머니라하면 남편 입맛이 까다로울수 있어요..어릴때부터 좋은음식 맛있는걸 많이 먹어서 마누라한테도 요구해요 .부러워 할 필요없어요..,0,0.13904667,0.0
4337,음악적 실력을 떠나 무대 위 포스는 양동근이 최고다.,0,0.12293324,0.0
4338,음악퀄은 아직도 3사중에선 오이지야 음악 뮤비 무대 돈을 안아껴,0,0.12404022,0.0
4339,응 개노잼,0,0.1421114,0.0
4340,응 구원파 믿는사람에게 관심없음 유진팬이었는데 실망했음,0,0.16977006,0.0
4341,응당한 처벌받고 언젠가는 다시 연예계든 개인방송에서든 볼수있길 바랍니다 준영씨 힘내세요,0,0.5879104,1.0
4342,응암동의 뭐시기?? ㅋㅋ 굳이 비공개로 안해도 되겠구만 기사로 안나면 뭐하는지도 모를것을 ㅋ,0,0.62305075,1.0
4343,응원해요.~요즘 안재현소속사가 혜선씨 소식 올라올까봐 제일 불안하겠네요,0,0.14378802,0.0
4344,의리 보기좋으네용~~~~,0,0.12328771,0.0
4345,의문을 가질수도 있지 네티즌들이 판을 키웠네,0,0.15360884,0.0
4346,"이 글을쓴기자 말인데요,, 제가 오늘 직장상사분들이랑 회식하고 술을 한잔하고 이 글을 봤습니다만...내가 술이 취해서 이해못하는건지,, 당췌 기사를 이해못하겠네",0,0.4168607,0.0
4347,이 기사 제목을 송혜교가 싫어합니다,0,0.13609555,0.0
4348,"이 누나 데려가신 남편분, 부럽습니다~~ ㅠ_ㅠ 누나 행복하세요~",0,0.41769463,0.0
4349,이 누나도 늙네...,0,0.6167817,1.0
4350,"이 더운데 모자는 왜 쓰지아가들은 귀여워 나이가 드니까 내 자식 다 키우니까 모든아기들이 천사같아요 슈돌에외국아기는 너무 이쁘고 이영애 쌍둥이중 딸이 참 이쁘고정시아 딸도 예쁘든데,,,,,",0,0.85567874,1.0
4351,"이 두사람은 전생에 도깨비와,도깨비신부가 아녔을까..?? 운명같은 사랑..응원합니다♡ 당당한모습 보기좋네요~^^",0,0.12979692,0.0
4352,이 드라마 너무 재밌다 김하경 연기 엄청 잘한다,0,0.12349428,0.0
4353,이 드라마 망한걸로 아는데 오늘이 종방였군,0,0.134932,0.0
4354,이 드라마 아직도 하네~~~,0,0.1331692,0.0
4355,이 드라마 엔딩맛집이다 제대로네 역시 장나라,0,0.2519051,0.0
4356,이 드라마 잼있나요?,0,0.13339694,0.0
4357,이 드라마는 전작들에 비해 노잼....,0,0.16588803,0.0
4358,이 드라마에서 정상인 사람 딱한명만 고르면??미란인가ㅋ,0,0.82707477,1.0
4359,이 드라마엔 여주가 없군.,0,0.12635879,0.0
4360,이 마음이 오래가야 할낀데...결혼이 문제가 아니다.,0,0.12686314,0.0
4361,이 방송 없어졌으면....,0,0.21745156,0.0
4362,이 변호사 뭔가 멋진 사람같다..좀 관종끼가 있지만 요새 안그런 사람은 없는거같고..,0,0.86415994,1.0
4363,이 부부 애 생기면 걔는 이모가 김태희네....,0,0.13690455,0.0
4364,이 부부가 너네한테 죄 졌니? 이휘재만큼 너네가 오랜기간 동일하게 일 할 수 있는지 묻고싶다.. 본인이 일 해한 돈으로 사는데 왜 그렇게들 꼬여있냐..연예인이라 돈 많이 벌어서? 욕하는 너넨 연예인 할만큼 노력도 못해,0,0.50460464,1.0
4365,이 분 왠지 진국이실 듯~!,0,0.4671839,0.0
4366,이 분은 논란 달고 다니시넹,0,0.12618507,0.0
4367,이 사람들은 오래 갈거 같네 왠지,0,0.36718395,0.0
4368,이 시간에는 동물의왕국틀어도 30%임,0,0.44238132,0.0
4369,이 시국에??보이콧이다!!,0,0.12831809,0.0
4370,이 영화 언플이 왜이렇게 많은것같지 개봉은햇나,0,0.120249994,0.0
4371,이 와중에 싫어요 누르는건 무슨 심보인지,0,0.16215,0.0
4372,이 와중에..혹시 박보검하고 이번에는 사귀는중인건가..하는 생각이 자꾸 밀려옴;;,0,0.80139226,1.0
4373,이가는 원래 요리잘해요 ㅎㅎ,0,0.12529881,0.0
4374,이거 드라마 제목은 왜 라이프온마스인가요? 이해가 안가네. 영국드라마 원작은 라이프온마스 나올때 이야기라 라이프온마스인데,0,0.13210471,0.0
4375,이거 드라마였어요? 광곤줄 알았네ㅋㅋㅋ,0,0.12903105,0.0
4376,이거 무슨 방학숙제 같은데,0,0.11756551,0.0
4377,이거 아직도 하네?,0,0.32795867,0.0
4378,이거 어묵논란은 해결된건가요? 폐지된줄알았는데,0,0.12130832,0.0
4379,"이거 재밌대서 11회까지 봤는데 난 왜재미가없냐,,,ㅠㅠㅠㅠㅠㅠ,,,;;",0,0.7607966,1.0
4380,이건 단순히 도박 문제를 떠나서 한국 육아 주부들이 처한 현실을 다같이 돌아볼 문제라고 본다,0,0.7843389,1.0
4381,이건 아니다 ㅠㅠ진짜 말이되 포르투갈까지 따라온 여자 버린다고??,0,0.86038506,1.0
4382,이건 아니지싶은데요 자숙기간이 너무 짧아보이네여..,0,0.24724941,0.0
4383,이건 조재현이 잘못한게 없지 않나? 또 단국대 나온 조수훈은 비한체대 라인인데... 그냥 구별하기 쉽게 한체대 비한체대 이렇게 부르는거지 비한체대는 곧 단국대 라인을 말하는거고...,0,0.13465798,0.0
4384,이건 혈액암이기때문에 맞는 항암제를 찾아도 재발률이 높고 악성이라 생존률이 희박함,0,0.869013,1.0
4385,이건도 기사냐,0,0.122398645,0.0
4386,이건뭐ㅋ거전 복귀프로그램 다됫네 잊혀진애들 불러서 눈물로 이슈만들고 시들해지면 또 복귀할사람 부르고 불타는청춘이 아니라 불타는복귀가 낫것다ㅉ,0,0.7232506,1.0
4387,이걸 6회나 봐야한다니.......,0,0.12333512,0.0
4388,이걸한번 봐바야겠네 한지혜숨소리 듣느리 안보는게낫다싶어 심심했는데 김정수작가라 기대해보네요,0,0.7744292,1.0
4389,이게 무슨 단발이니,0,0.13898738,0.0
4390,이게 뭐가문제지?,0,0.12847683,0.0
4391,이게 사실이든아니든 확인도 안된걸 sns에 실명 거론한게 무슨 열사니 뭐니 부축여줄 일인가? 잘못된거지...,0,0.5796368,1.0
